5737,78,5674,2798
5741,86,5740,2827
5749,46,5594,2774
5801,96,5790,2847
5813,38,5760,2861
5821,52,5776,2862
5849,64,5810,2873
5857,44,5782,2869
5861,26,5798,2886
5869,68,5800,2866
5881,68,5846,2889
5897,96,5804,2854
5953,32,5934,2951
5981,6,5840,2917
6029,58,6024,2983
6037,100,6008,2954
6053,60,6044,2992
6073,88,5972,2942
6089,164,6048,2942
6101,130,6060,2965
6113,46,6000,2977
6121,66,6066,3000
6133,10,6078,3034
6173,68,6072,3002
6197,38,6172,3067
6217,52,6178,3063
6221,42,6140,3049
6229,34,6162,3064
6257,98,6246,3074
6269,12,6184,3086
6277,26,6204,3089
6301,80,6280,3100
6317,54,6236,3091
6329,28,6266,3119
6337,64,6282,3109
6353,50,6280,3115
6361,2,6250,3124
6373,12,6290,3139
6389,34,6338,3152
6397,4,6250,3123
6421,100,6328,3114
6449,154,6376,3111
6469,16,6392,3188
6473,176,6436,3130
6481,60,6418,3179
6521,4,6480,3238
6529,24,6464,3220
6553,54,6544,3245
6569,32,6528,3248
6577,16,6548,3266
6581,54,6510,3228
6637,26,6550,3262
6653,28,6426,3199
6661,46,6608,3281
6673,90,6632,3271
6689,64,6576,3256
6701,246,6700,3227
6709,70,6628,3279
6733,42,6704,3331
6737,30,6674,3322
6761,64,6756,3346
6781,42,6628,3293
6793,170,6754,3292
6829,80,6660,3290
6833,54,6696,3321
6841,104,6784,3340
6857,154,6818,3332
6869,62,6868,3403
6917,54,6916,3431
6949,120,6940,3410
6961,2,6840,3419
6977,8,6924,3458
6997,120,6970,3425
7001,56,6986,3465
7013,60,6992,3466
7057,60,6956,3448
7069,34,7038,3502
7109,36,7056,3510
7121,208,7056,3424
7129,118,7080,3481
7177,22,7140,3559
7193,120,7160,3520
7213,130,7178,3524
7229,102,7220,3559
7237,72,7218,3573
7253,38,7140,3551
7297,96,7288,3596
7309,36,7182,3573
7321,100,7296,3598
7333,106,7296,3595
7349,138,7290,3576
7369,142,7266,3562
7393,48,7242,3597
7417,62,7350,3644
7433,8,7356,3674
7457,64,7392,3664
7477,22,7434,3706
7481,16,7430,3707
7489,132,7434,3651
7517,88,7508,3710
7529,64,7480,3708
7537,92,7498,3703
7541,114,7486,3686
7549,132,7504,3686
7561,150,7526,3688
7573,64,7434,3685
7577,92,7412,3660
7589,36,7588,3776
7621,78,7566,3744
7649,42,7496,3727
7669,16,7616,3800
7673,80,7652,3786
7681,2,7566,3782
7717,56,7692,3818
7741,102,7712,3805
7753,76,7726,3825
7757,28,7570,3771
7789,152,7778,3813
7793,156,7778,3811
7817,36,7776,3870
7829,20,7660,3820
7841,78,7698,3810
7853,4,7812,3904
7873,92,7862,3885
7877,84,7788,3852
7901,48,7752,3852
7933,116,7886,3885
7937,42,7830,3894
7949,124,7948,3912
7993,82,7908,3913
8009,50,7938,3944
8017,188,7938,3875
8053,40,8050,4005
8069,130,8040,3955
8081,40,8062,4011
8089,116,8056,3970
8093,128,7912,3892
8101,44,8000,3978
8117,90,8066,3988
8161,2,8078,4038
8209,2,8164,4081
8221,126,8210,4042
8233,72,8180,4054
8237,40,8100,4030
8269,60,8224,4082
8273,144,8196,4026
8293,10,8254,4122
8297,132,8224,4046
8317,36,8300,4132
8329,108,8296,4094
8353,22,8266,4122
8369,138,8348,4105
8377,24,8304,4140
8389,56,8312,4128
8429,58,8428,4185
8461,144,8442,4149
8501,4,8452,4224
8513,66,8380,4157
8521,2,8446,4222
8537,86,8460,4187
8573,88,8564,4238
8581,106,8526,4210
8597,46,8516,4235
8609,66,8552,4243
8629,108,8580,4236
8641,188,8622,4217
8669,68,8656,4294
8677,70,8578,4254
8681,18,8672,4327
8689,56,8614,4279
8693,122,8662,4270
8713,24,8694,4335
8737,112,8582,4235
8741,150,8674,4262
8753,64,8744,4340
8761,216,8706,4245
8821,172,8764,4296
8837,58,8764,4353
8849,196,8776,4290
8861,6,8822,4408
8893,74,8890,4408
8929,2,8816,4407
8933,22,8852,4415
8941,176,8906,4365
8969,10,8924,4457
9001,2,8900,4449
9013,116,8836,4360
9029,84,8966,4441
9041,122,9022,4450
9049,8,8950,4471
9109,80,9028,4474
9133,114,9092,4489
9137,232,9076,4422
9157,202,9054,4426
9161,64,9104,4520
9173,26,9004,4489
9181,58,9130,4536
9209,98,9080,4491
9221,16,9162,4573
9241,220,9196,4488
9257,136,9108,4486
9277,142,9274,4566
9281,76,9260,4592
9293,70,9194,4562
9337,86,9248,4581
9341,142,9332,4595
9349,138,9214,4538
9377,36,9340,4652
9397,76,9322,4623
9413,232,9404,4586
9421,12,9388,4688
9433,144,9396,4626
9437,58,9320,4631
9461,84,9412,4664
9473,60,9382,4661
9497,262,9466,4602
9521,80,9382,4651
9533,164,9490,4663
9601,48,9556,4754
9613,120,9562,4721
9629,176,9560,4692
9649,192,9610,4709
9661,116,9624,4754
9677,80,9596,4758
9689,166,9662,4748
9697,72,9496,4712
9721,72,9656,4792
9733,90,9698,4804
9749,20,9624,4802
9769,74,9656,4791
9781,12,9680,4834
9817,70,9800,4865
9829,74,9688,4807
9833,8,9684,4838
9857,196,9834,4819
9901,130,9890,4880
9929,46,9882,4918
9941,178,9928,4875
9949,108,9864,4878
9973,90,9778,4844
10009,116,9974,4929
10037,28,9952,4962
10061,100,10048,4974
10069,80,10036,4978
10093,56,10028,4986
10133,14,10110,5048
10141,12,10040,5014
10169,156,10138,4991
10177,60,10048,4994
10181,136,10142,5003
10193,216,10156,4970
10253,96,10026,4965
10273,126,10238,5056
10289,100,10160,5030
10301,20,10258,5119
10313,156,10298,5071
10321,208,10294,5043
10333,172,10330,5079
10337,76,10252,5088
10357,10,10188,5089
10369,60,10306,5123
10429,80,10326,5123
10433,8,10302,5147
10453,170,10358,5094
10457,82,10356,5137
10477,26,10338,5156
10501,52,10410,5179
10513,92,10404,5156
10529,114,10478,5182
10589,62,10408,5173
10597,114,10594,5240
10601,50,10468,5209
10613,114,10574,5230
10657,92,10644,5276
10709,54,10616,5281
10729,64,10692,5314
10733,106,10682,5288
10753,80,10694,5307
10781,88,10760,5336
10789,100,10730,5315
10837,144,10828,5342
10853,100,10738,5319
10861,138,10798,5330
10889,170,10816,5323
10909,12,10788,5388
10937,116,10920,5402
10949,20,10918,5449
10957,36,10826,5395
10973,112,10778,5333
10993,74,10892,5409
11057,168,11042,5437
11069,74,10996,5461
11093,4,11000,5498
11113,18,11048,5515
11117,90,11094,5502
11149,20,10970,5475
11161,194,11128,5467
11173,64,11170,5553
11177,34,11122,5544
11197,204,11184,5490
11213,80,11182,5551
11257,2,11056,5527
11261,82,11192,5555
11273,96,11228,5566
11317,102,11264,5581
11321,174,11232,5529
11329,18,11228,5605
11353,2,11182,5590
11369,78,11330,5626
11393,178,11364,5593
11437,192,11314,5561
11489,44,11282,5619
11497,86,11494,5704
11549,48,11530,5741
11593,108,11428,5660
11597,106,11454,5674
11617,126,11580,5727
11621,64,11478,5707
11633,32,11502,5735
11657,136,11512,5688
11677,62,11650,5794
11681,30,11542,5756
11689,118,11664,5773
11701,58,11410,5676
11717,82,11632,5775
11777,46,11722,5838
11789,74,11616,5771
11801,20,11590,5785
11813,150,11744,5797
11821,14,11694,5840
11833,24,11752,5864
11897,150,11856,5853
11909,206,11908,5851
11933,16,11654,5819
11941,186,11892,5853
11953,142,11878,5868
11969,42,11944,5951
11981,226,11896,5835
12037,298,11960,5831
12041,44,11990,5973
12049,32,11998,5983
12073,82,12018,5968
12097,84,12062,5989
12101,30,11818,5894
12109,12,12010,5999
12113,104,12104,6000
12149,100,12128,6014
12157,218,12138,5960
12161,36,12096,6030
12197,44,12098,6027
12241,40,12186,6073
12253,40,12072,6016
12269,16,12180,6082
12277,48,12244,6098
12281,48,12104,6028
12289,100,12216,6058
12301,106,12176,6035
12329,4,12130,6063
12373,202,12320,6059
12377,182,12344,6081
12401,50,12366,6158
12409,2,12232,6115
12413,64,12312,6124
12421,34,12376,6171
12433,142,12408,6133
12437,330,12428,6049
12457,72,12380,6154
12473,102,12470,6184
12497,42,12460,6209
12517,10,12468,6229
12541,92,12440,6174
12553,106,12404,6149
12569,140,12560,6210
12577,212,12540,6164
12589,142,12530,6194
12601,2,12376,6187
12613,108,12586,6239
12637,100,12624,6262
12641,100,12600,6250
12653,134,12636,6251
12689,18,12476,6229
12697,248,12632,6192
12713,100,12582,6241
12721,158,12610,6226
12757,74,12702,6314
12781,188,12744,6278
12809,176,12776,6300
12821,28,12644,6308
12829,92,12818,6363
12841,24,12758,6367
12853,36,12796,6380
12889,262,12858,6298
12893,88,12880,6396
12917,84,12888,6402
12941,124,12838,6357
12953,56,12866,6405
12973,68,12948,6440
13001,80,12902,6411
13009,8,12880,6436
13033,194,12980,6393
13037,232,12994,6381
13049,244,13020,6388
13093,88,13018,6465
13109,106,13072,6483
13121,80,13032,6476
13177,16,13024,6504
13217,86,12972,6443
13229,218,13210,6496
13241,118,13200,6541
13249,18,13184,6583
13297,144,13240,6548
13309,16,13256,6620
13313,94,13208,6557
13337,98,13160,6531
13381,44,13256,6606
13397,218,13388,6585
13417,40,13272,6616
13421,128,13372,6622
13441,60,13312,6626
13457,164,13288,6562
13469,170,13456,6643
13477,10,13228,6609
13513,16,13412,6698
13537,76,13510,6717
13553,54,13390,6668
13577,8,13496,6744
13597,124,13502,6689
13613,144,13552,6704
13633,48,13598,6775
13649,124,13564,6720
13669,20,13624,6802
13681,136,13642,6753
13693,214,13610,6698
13697,64,13598,6767
13709,74,13594,6760
13721,192,13682,6745
13729,104,13648,6772
13757,58,13490,6716
13781,76,13724,6824
13789,34,13738,6852
13829,20,13794,6887
13841,134,13714,6790
13873,62,13800,6869
13877,16,13742,6863
13901,38,13892,6927
13913,158,13786,6814
13921,270,13858,6794
13933,76,13840,6882
13997,100,13940,6920
14009,78,13890,6906
14029,42,13826,6892
14033,318,14030,6856
14057,118,14010,6946
14081,4,13952,6974
14149,130,14070,6970
14153,18,13902,6942
14173,46,13908,6931
14177,206,14112,6953
14197,82,14140,7029
14221,28,14020,6996
14249,122,14198,7038
14281,144,14078,6967
14293,190,14290,7050
14321,102,14218,7058
14341,104,14336,7116
14369,122,14328,7103
14389,60,14218,7079
14401,34,14330,7148
14437,26,14164,7069
14449,96,14374,7139
14461,152,14456,7152
14489,42,14422,7190
14533,10,14512,7251
14537,72,14460,7194
14549,46,14394,7174
14557,34,14352,7159
14561,2,14468,7233
14593,106,14544,7219
14621,110,14540,7215
14629,308,14624,7158
14633,94,14554,7230
14653,120,14506,7193
14657,184,14654,7235
14669,20,14630,7305
14713,24,14568,7272
14717,74,14658,7292
14737,108,14700,7296
14741,212,14728,7258
14753,76,14606,7265
14797,48,14628,7290
14813,172,14750,7289
14821,76,14610,7267
14869,100,14744,7322
14897,8,14526,7259
14929,134,14848,7357
14957,16,14688,7336
14969,158,14964,7403
15013,196,14846,7325
15017,82,14714,7316
15053,216,15044,7414
15061,170,15034,7432
15073,112,15024,7456
15077,126,15068,7471
15101,20,14894,7437
15121,118,15008,7445
15137,46,15054,7504
15149,40,14994,7477
15161,20,15070,7525
15173,22,15090,7534
15193,82,15114,7516
15217,96,15018,7461
15233,104,15196,7546
15241,102,14986,7442
15269,76,15166,7545
15277,100,15256,7578
15289,2,15224,7611
15313,82,15256,7587
15329,40,15182,7571
15349,56,15298,7621
15361,2,15296,7647
15373,54,15356,7651
15377,120,15270,7575
15401,32,15324,7646
15413,16,15346,7665
15461,96,15234,7569
15473,64,15388,7662
15493,130,15402,7636
15497,80,15424,7672
15541,76,15390,7657
15569,110,15558,7724
15581,160,15456,7648
15601,108,15468,7680
15629,162,15574,7706
15641,142,15622,7740
15649,208,15576,7684
15661,76,15532,7728
15733,90,15626,7768
15737,50,15674,7812
15749,386,15728,7671
15761,136,15750,7807
15773,180,15734,7777
15797,4,15604,7800
15809,76,15704,7814
15817,108,15754,7823
15877,58,15796,7869
15881,136,15630,7747
15889,142,15862,7860
15901,76,15872,7898
15913,140,15748,7804
15937,240,15928,7844
15973,118,15970,7926
16001,168,15996,7914
16033,24,15876,7926
16057,108,15958,7925
16061,90,16030,7970
16069,132,15970,7919
16073,126,16030,7952
16097,14,16010,7998
16141,56,16040,7992
16189,156,16150,7997
16193,88,16138,8025
16217,22,15950,7964
16229,42,16068,8013
16249,242,16184,7971
16253,120,16244,8062
16273,170,16246,8038
16301,30,16150,8060
16333,90,16250,8080
16349,90,16328,8119
16361,194,16298,8052
16369,80,16164,8042
16381,136,16332,8098
16417,62,16188,8063
16421,108,16304,8098
16433,110,16374,8132
16453,62,16206,8072
16477,114,16308,8097
16481,284,16178,7947
16493,22,16462,8220
16529,78,16510,8216
16553,80,16506,8213
16561,76,16344,8134
16573,188,16448,8130
16633,22,16458,8218
16649,8,16512,8252
16657,72,16558,8243
16661,92,16626,8267
16673,68,16460,8196
16693,22,16604,8291
16729,68,16656,8294
16741,52,16648,8298
16829,52,16718,8333
16889,48,16850,8401
16901,230,16802,8286
16921,160,16806,8323
16937,86,16850,8382
16981,176,16952,8388
16993,390,16928,8269
17021,52,16942,8445
17029,100,16972,8436
17033,234,17010,8388
17041,58,17002,8472
17053,184,16990,8403
17077,16,16962,8473
17093,228,16886,8329
17117,10,16854,8422
17137,312,17064,8376
17189,62,16936,8437
17209,88,17154,8533
17257,96,17168,8536
17293,296,17274,8489
17317,154,17314,8580
17321,20,17214,8597
17333,132,17244,8556
17341,240,17300,8530
17377,2,17298,8648
17389,100,17254,8577
17393,206,17326,8560
17401,142,17294,8576
17417,34,17278,8622
17449,64,17416,8676
17477,218,17424,8603
17489,280,17436,8578
17497,126,17382,8628
17509,36,17330,8647
17569,24,17506,8741
17573,36,17500,8732
17581,74,17338,8632
17597,116,17574,8729
17609,28,17558,8765
17657,64,17556,8746
17669,72,17638,8783
17681,256,17624,8684
17713,64,17606,8771
17729,8,17704,8848
17737,196,17638,8721
17749,84,17658,8787
17761,316,17676,8680
17789,42,17692,8825
17837,112,17822,8855
17881,36,17840,8902
17909,150,17712,8781
17921,24,17864,8920
17929,2,17628,8813
17957,54,17674,8810
17977,48,17922,8937
17981,202,17802,8800
17989,34,17808,8887
18013,238,17940,8851
18041,234,18014,8890
18049,352,17994,8821
18061,140,18016,8938
18077,78,18040,8981
18089,68,17976,8954
18097,142,18078,8968
18121,180,18038,8929
18133,72,17994,8961
18149,198,18078,8940
18169,34,18112,9039
18181,58,18076,9009
18217,58,18094,9018
18229,100,18160,9030
18233,144,18134,8995
18253,34,18106,9036
18257,266,18224,8979
18269,144,18112,8984
18289,58,18154,9048
18301,14,18128,9057
18313,322,18234,8956
18329,8,18184,9088
18341,156,18316,9080
18353,52,18204,9076
18397,108,18146,9019
18401,204,18396,9096
18413,32,18352,9160
18433,72,18358,9143
18457,206,18328,9061
18461,136,18440,9152
18481,216,18426,9105
18493,26,18232,9103
18517,282,18496,9107
18521,20,18306,9143
18541,254,18460,9103
18553,128,18476,9174
18593,136,18058,8961
18617,48,18496,9224
18637,244,18616,9186
18661,36,18612,9288
18701,176,18612,9218
18713,236,18680,9222
18749,162,18706,9272
18757,222,18692,9235
18773,130,18670,9270
18793,168,18660,9246
18797,238,18712,9237
18869,62,18844,9391
18913,44,18752,9354
18917,44,18864,9410
18973,104,18914,9405
19001,178,18996,9409
19009,44,18928,9442
19013,10,18944,9467
19037,178,18984,9403
19069,64,18906,9421
19073,178,19048,9435
19081,112,18826,9357
19121,72,19066,9497
19141,56,19080,9512
19157,212,19148,9468
19181,304,19146,9421
19213,36,19046,9505
19237,160,19210,9525
19249,242,19160,9459
19273,18,19230,9606
19289,138,19250,9556
19301,114,19230,9558
19309,42,19032,9495
19333,98,19278,9590
19373,28,19298,9635
19381,278,19352,9537
19417,62,19288,9613
19421,16,19190,9587
19429,100,19258,9579
19433,272,19414,9571
19441,250,19272,9511
19457,36,19394,9679
19469,76,19458,9691
19477,340,19442,9551
19489,36,19338,9651
19501,176,19440,9632
19541,20,19340,9660
19553,50,19454,9702
19577,84,19476,9696
19597,204,19564,9680
19609,2,19434,9716
19661,212,19612,9700
19681,238,19566,9664
19697,70,19582,9756
19709,130,19674,9772
19717,140,19588,9724
19753,114,19518,9702
19777,12,19504,9746
19793,64,19422,9679
19801,124,19698,9787
19813,36,19626,9795
19841,196,19802,9803
19853,106,19668,9781
19861,136,19798,9831
19889,26,19686,9830
19913,46,19866,9910
19937,182,19848,9833
19949,146,19922,9888
19961,66,19922,9928
19973,52,19972,9960
19993,310,19966,9828
19997,336,19988,9826
20021,16,19844,9914
20029,164,19904,9870
20089,156,19954,9899
20101,12,19990,9989
20113,16,19754,9869
20117,208,19838,9815
20129,124,20088,9982
20149,80,20096,10008
20161,108,20040,9966
20173,186,20104,9959
20177,36,20000,9982
20201,218,20190,9986
20233,18,20102,10042
20249,2,20164,10081
20261,164,20142,9989
20269,46,20164,10059
20297,118,20296,10089
20333,240,20298,10029
20341,86,20260,10087
20353,42,20276,10117
20357,126,20274,10074
20369,16,20142,10063
20389,20,20026,10003
20393,316,20356,10020
20441,18,20266,10124
20477,76,20380,10152
20509,130,20476,10173
20521,34,20350,10158
20533,10,20334,10162
20549,144,20528,10192
20593,22,20486,10232
20641,94,20582,10244
20681,182,20634,10226
20693,220,20654,10217
20717,26,20386,10180
20749,218,20644,10213
20753,90,20504,10207
20773,120,20584,10232
20789,42,20672,10315
20809,200,20774,10287
20849,82,20744,10331
20857,94,20688,10297
20873,32,20670,10319
20897,60,20864,10402
20921,94,20820,10363
20929,116,20868,10376
20981,86,20944,10429
21001,270,20970,10350
21013,148,20906,10379
21017,152,20894,10371
21061,106,20866,10380
21089,8,20868,10430
21101,238,21092,10427
21121,54,21010,10478
21149,132,21114,10491
21157,12,21106,10547
21169,116,20944,10414
21193,72,21158,10543
21221,52,21088,10518
21269,30,21170,10570
21277,248,21220,10486
21313,178,21304,10563
21317,70,21144,10537
21341,178,21230,10526
21377,34,21286,10626
21397,400,21280,10440
21401,2,21110,10554
21433,140,21280,10570
21481,72,21370,10649
21493,48,21454,10703
21517,48,21514,10733
21521,218,21428,10605
21529,20,21428,10704
21557,284,21474,10595
21569,136,21530,10697
21577,384,21520,10568
21589,154,21506,10676
21601,226,21472,10623
21613,16,21466,10725
21617,268,21566,10649
21649,156,21470,10657
21661,56,21436,10690
21673,166,21442,10638
21701,250,21688,10719
21713,40,21568,10764
21737,72,21466,10697
21757,196,21740,10772
21773,154,21674,10760
21817,22,21512,10745
21821,96,21750,10827
21841,96,21776,10840
21881,16,21724,10854
21893,140,21804,10832
21929,26,21864,10919
21937,70,21926,10928
21961,216,21904,10844
21977,114,21892,10889
21997,120,21946,10913
22013,46,21904,10929
22037,52,21922,10935
22073,50,22072,11011
22093,186,22004,10909
22109,218,22064,10923
22129,116,22098,10991
22133,4,21968,10982
22153,200,22070,10935
22157,10,22016,11003
22189,126,22144,11009
22193,48,21984,10968
22229,264,22118,10927
22273,66,22060,10997
22277,182,22154,10986
22349,356,22340,10992
22369,388,22284,10948
22381,144,22086,10971
22397,34,22136,11051
22409,40,22352,11156
22433,8,22162,11077
22441,352,22338,10993
22453,98,22338,11120
22469,42,22336,11147
22481,162,22424,11131
22501,56,22448,11196
22541,20,22486,11233
22549,232,22288,11028
22573,248,22552,11152
22613,110,22494,11192
22621,176,22540,11182
22637,90,22588,11249
22669,108,22636,11264
22697,48,22644,11298
22709,96,22658,11281
22717,82,22610,11264
22721,36,22548,11256
22741,34,22308,11137
22769,142,22764,11311
22777,118,22760,11321
22817,156,22808,11326
22853,120,22844,11362
22861,68,22828,11380
22877,116,22664,11274
22901,244,22776,11266
22921,72,22782,11355
22937,64,22860,11398
22961,62,22692,11315
22973,212,22900,11344
22993,172,22886,11357
23017,82,22742,11330
23021,402,23008,11303
23029,256,22958,11351
23041,68,22956,11444
23053,204,22770,11283
23057,194,23026,11416
23081,312,23018,11353
23117,64,22792,11364
23173,218,23148,11465
23189,346,23176,11415
23197,250,23164,11457
23201,218,23196,11489
23209,184,23168,11492
23269,58,23010,11476
23293,236,23252,11508
23297,76,23186,11555
23321,26,23256,11615
23333,88,23304,11608
23357,40,23184,11572
23369,68,23250,11591
23417,234,23394,11580
23473,142,23422,11640
23497,64,23342,11639
23509,36,23264,11614
23537,128,23494,11683
23549,146,23548,11701
23557,178,23502,11662
23561,144,23466,11661
23581,88,23336,11624
